Comments,Profine_words,No_words_per_comment,No_filtered_words,Is_profine,Avg_profine_per_comment,Avg_profine_per_filter_comment,No_profane_words
The kid in video two is Ricky Bobby in that first interview,,12,6,0,0,0.0,0
React to EXO  Monster please,,6,4,0,0,0.0,0
EXO MONSTER PLEASE,,3,3,0,0,0.0,0
OMG Pls do teens react to BgA Dong Saya Dae i cant wait,,13,10,0,0,0.0,0
"PLEASE REACT TO EXO  LUCKY ONE AND MONSTER
EXOLUCKYONE
EXOMONSTER",,9,9,0,0,0.0,0
Teens react to Teens React,,5,4,0,0,0.0,0
Anyone Else Cracked Up After The First One xD,,9,9,0,0,0.0,0
Teens react  to Miniminter pls,,6,5,0,0,0.0,0
Bach Im known for throwing up anybody a lamp nigahiga,,10,5,0,0,0.0,0
He farted into the Microphone Any Cube fans think of Graser 10,,12,8,0,0,0.0,0
I agree with bach for video 4,,7,5,0,0,0.0,0
React to Licking Guy,,4,3,0,0,0.0,0
Teens react to Impractical Jokers,,5,4,0,0,0.0,0
Teems react to impratical jokers,,5,4,0,0,0.0,0
OMG FINNALLY merrelltwins are here Love them,,7,4,0,0,0.0,0
Make a part 2 plzzzz,,5,3,0,0,0.0,0
ELDER REACT TO UICIDEBOY,,4,4,0,0,0.0,0
I want to see them react to Kingdom Hearts II8 just to see if ant of them know what it is,,21,6,0,0,0.0,0
"Also 410
Best laugh from Ro ",,6,5,0,0,0.0,0
phineas and ferb exposed by berleezy,,6,4,0,0,0.0,0
DO A ELDERSADULT VERSION OS THIS VIDEO PLS,,8,8,0,0,0.0,0
Teens react to exo monster,,5,4,0,0,0.0,0
React to EXO monster have not seen it but everyone seems to want that so yeah do it,,18,4,0,0,0.0,0
BachAhhh thats a 30 you got me you got me,,10,2,0,0,0.0,0
THEY SHOULD MAKE A MUSERS REACT,,6,6,0,0,0.0,0
anyone react to EXOs MonsterLucky One,,6,4,0,0,0.0,0
I internally screamed when I saw Tim,,7,5,0,0,0.0,0
react to the anime Another,,5,3,0,0,0.0,0
Please react to kpop exo monster and lucky one,,9,6,0,0,0.0,0
I think Kofi didnt understand how this challenge works,,9,6,0,0,0.0,0
the under taker would destroy this,,6,2,0,0,0.0,0
Im canadian we know comedy  Chris Jericho 2016,,9,7,0,0,0.0,0
Did Someone Forget To Tell Kofi That He Wasnt Supposed To Laugh,,12,12,0,0,0.0,0
I love how Jericho and Lana stay in character xD,,10,7,0,0,0.0,0
For some reason I knew Chris Jericho would win,,9,7,0,0,0.0,0
Lana keeping kayfabe alive in the 2010s,,7,5,0,0,0.0,0
Fine Brothers you know what happens when you try to challenge Jerichos ability to hold his laughter Huh You know what happens clicks pen,pen,24,11,1,0.041666666666666664,0.09090909090909091,1
Rusev breaking character is just wonderful,,6,4,0,0,0.0,0
Rusev  seems like a cool guy out of character,,10,5,0,0,0.0,0
Jeez Lana keeping it going with the Russian accent,,9,6,0,0,0.0,0
If you think about it rusev seems like a nice guy,,11,4,0,0,0.0,0
When you realize Lana is more of a man than Rusev,,11,5,0,0,0.0,0
I love how Lana stays in character and rusev doesnt,,10,7,0,0,0.0,0
john cena is in this video you just cant see him    ,,15,8,0,0,0.0,0
JERICHO YOURE ON THE LIST,,5,5,0,0,0.0,0
And Jericho continues to be the best in the world at what he does Do you understand What Im saying to you Right now,,24,9,0,0,0.0,0
Rusev is such a great guy in real life,,9,5,0,0,0.0,0
Lana keeps faking her accent lmao,,6,4,0,0,0.0,0
Alicia is soo cute and rusev and seth seem to be really nice guys,,14,7,0,0,0.0,0
LMAO Roman giggles I was breathing Funny thing is I would give the same excuse,,15,9,0,0,0.0,0
Im Canadian we know comedy HAHAHAHAHAHAHAHAHAHAHAHA lmao,,7,5,0,0,0.0,0
where did titus laugh,,4,2,0,0,0.0,0
MOOOOOOOOOORE MORE SUPERSTARS PLS,,4,4,0,0,0.0,0
What was on Sheamuss head,,5,3,0,0,0.0,0
this shows that rusev is a good man with a good heart lol,,13,6,0,0,0.0,0
Kofi wasnt even trying lol,,5,2,0,0,0.0,0
Kofi thought this was a try to laugh challenge,,9,4,0,0,0.0,0
imagine Undertaker doing this,,4,2,0,0,0.0,0
Rusev actually seems like a pretty chill guy,,8,4,0,0,0.0,0
I liked their real personalities more than their wwe personas,,10,5,0,0,0.0,0
Rusev is like the nicest person of em all D,,10,5,0,0,0.0,0
beating Lana is better than winning championship belt haha,,9,7,0,0,0.0,0
Vince McMahon I dont care if Roman laughed he won Dammit,,11,9,0,0,0.0,0
I wouldve loved if Lana broke character since Rusev did but I loved thos,,14,10,0,0,0.0,0
I knew Jericho would win because he is best in the world at what he does,,16,5,0,0,0.0,0
Rusev is actually really nice,,5,2,0,0,0.0,0
Jericho invented this game,,4,3,0,0,0.0,0
There is John Cena in this Video but you cant see him,,12,5,0,0,0.0,0
i want brock lesnar aj styles stone cold in this,,10,6,0,0,0.0,0
More of the WWE Superstars Please Alicia Fox me made LMAO ,,12,8,0,0,0.0,0
Titus didnt smile,,3,3,0,0,0.0,0
Jericho has no emotions,,4,2,0,0,0.0,0
why is Roman so relatable,,5,2,0,0,0.0,0
alright lana u taking your jobs too serious,,8,4,0,0,0.0,0
YOOO TITUS GOT ROBBED SO BADLY ITS A TIE,,9,9,0,0,0.0,0
I think I laughed more at the wrestlers messing up than the actual videos xD,,15,8,0,0,0.0,0
they sould of but the undertaker,,6,2,0,0,0.0,0
"I love how Lanas in character even using the same accent 
I didnt see Titus laughing though I think the judging on this contest wasnt the best",,27,13,0,0,0.0,0
rusev laugh that was so funny,,6,3,0,0,0.0,0
Rusev breaks character and Lana stays in character,,8,6,0,0,0.0,0
John Cena was there We just couldnt see him,,9,3,0,0,0.0,0
Kofi is note even trying XD I think he forgot about the challenge,,13,6,0,0,0.0,0
John Cena was there too you just couldnt see him,,10,2,0,0,0.0,0
Rusev laughed at a joke my WWE life is a lie well,,12,7,0,0,0.0,0
This side of rusev is hilarious,,6,4,0,0,0.0,0
Loved Jericho and Lana keeping kayfabe and the fact that Roman cant even do this right,,16,8,0,0,0.0,0
Roman Reigns is bae ,,5,4,0,0,0.0,0
Lana doesnt break kayfabe except for total Divas,,8,6,0,0,0.0,0
YOUTUBE WILL NEVER EVER EEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEEVEEERR BE THE SAME AGAAIN,,9,9,0,0,0.0,0
Kofi didnt understand the challenge xD,,6,5,0,0,0.0,0
props to lana for staying in character,,7,4,0,0,0.0,0
I think kofi thought this challenge to be try to laugh at every video,,14,6,0,0,0.0,0
Can you do a more wwe superstars reaction videos please I have some names for you that maybe good  John Cena Dean Ambrose  AJ Styles    Luke Gallows Karl Anderson Kevin Owens CesaroDolph Ziggler Brian Corbin Goldust and RTruth,,43,31,0,0,0.0,0
I love to see the soft side of tough people this is so pure,,14,7,0,0,0.0,0
Now lets see them put Dean Ambrose and Bray Wyatt in one of these,,14,5,0,0,0.0,0
the dude actually looks like erick rowan when titus said thaat looks like a bit of sheamus,bit,17,7,1,0.058823529411764705,0.14285714285714285,1
Great Unless its funny We need minds like this,,9,5,0,0,0.0,0
Jericho was determined,,3,2,0,0,0.0,0
I always win Im Rusev,,5,4,0,0,0.0,0
Is tat a tattoo or hair on Sheamus saying LAOCH,,10,6,0,0,0.0,0
Fine Brothers  Do you know what happens when you try to make Jericho laugh Do you know what happens  You just made de list D,de,27,12,1,0.037037037037037035,0.08333333333333333,1
Kofi didnt understand the rules of the game,,8,5,0,0,0.0,0
You done messed up monkey D,,6,4,0,0,0.0,0
And the winner is Y2J because those stupid idiots in those videos failed to make him laugh and so they just made the List,,24,9,0,0,0.0,0
John cena react to John Cena vine compilation v,,9,7,0,0,0.0,0
OMG Lana is adorable tbh all of them are so cute,,11,5,0,0,0.0,0
If jericho could win his matches just like this challenge,,10,5,0,0,0.0,0
Jericho is the man Legend,,5,3,0,0,0.0,0
Im Canadian we know comedy ,,6,4,0,0,0.0,0
Titus got robbed,,3,2,0,0,0.0,0
Was waiting for the smile of Jericho,,7,4,0,0,0.0,0
jericho proved  he is real best in the world,,10,5,0,0,0.0,0
Love how jericho stays in chracter,,6,4,0,0,0.0,0
You wanna know what you get for trying to make Jericho laugh  Huh  YOURE ON THE LIST ,,20,12,0,0,0.0,0
Lana stays character the whole time while Rusev just break all of his,,13,6,0,0,0.0,0
"I was with them and laughed at all the videos
Like always you cant see me 
NeverGiveUp",,16,5,0,0,0.0,0
lana sounds like tinka from shake it up,,8,4,0,0,0.0,0
The smile of Jericho You aint gonna see it maaannnnn,,10,7,0,0,0.0,0
Rusev is a nice guy Actually such a sweet guy,,10,6,0,0,0.0,0
Lana says  Rusev always beats me do u want me to call the police for u lana,,18,7,0,0,0.0,0
Damn Jericho and Lana are probably real fun at parties,,10,6,0,0,0.0,0
I like how Rusev isnt in character but Lana is lol,,11,6,0,0,0.0,0
Titus didnt lose,,3,3,0,0,0.0,0
A part of me was hoping the Seth Rollins laugh was his real laugh,,14,7,0,0,0.0,0
lmao Jericho is too muchtough luck kid thats what you get for walking around dressed as a ghost Honestly never mind the videos Jericho was the funniest here,,28,13,0,0,0.0,0
Im Canadian we know comedy  Chris Jericho 2016,,9,7,0,0,0.0,0
Jericho give the Best answers ,,6,4,0,0,0.0,0
Roman Reigns Im a bit of a giggler MIND BLOWN,bit,10,7,1,0.1,0.14285714285714285,1
you should get Stone Cold out there hell never laugh,,10,4,0,0,0.0,0
I know Rusev is quite cheerful when he sees funny stuff like this but everyone knows he cant beat Lana,beat,20,9,1,0.05,0.1111111111111111,1
I was hoping for Seth Rollins to do his satanic laugh thank you whatculture,,14,7,0,0,0.0,0
kofi just laughs and laughs and laughs lol,,8,5,0,0,0.0,0
"Jericho Im Canadian I know comedy
well go ahead tell me a joke
if you dont make me laugh then Ill take that list of yours and throw it at ya
then Ill let Rollins take it and throw it at ya",ya,39,17,1,0.02564102564102564,0.058823529411764705,1
Foxy is so gorgeous 3,,5,3,0,0,0.0,0
Oh my God we want more of this,,8,2,0,0,0.0,0
I love Chris jericho,,4,4,0,0,0.0,0
How do you think youre gonna do Lana Great unless its funny,,12,5,0,0,0.0,0
jericho is the best and you know it,,8,2,0,0,0.0,0
Titus elimination was sooo unfair,,5,4,0,0,0.0,0
Bruh I cant take Lana seriously since shes in total divas and I know she has an American accent,,19,10,0,0,0.0,0
Most of these superstars are from raw,,7,3,0,0,0.0,0
Everyone thought it was Dean Ambrose WTF XD,,8,6,0,0,0.0,0
NO RKO VINES,,3,3,0,0,0.0,0
I laugh when Roman Reigns got eliminated cause hes using funny excuses but he keeps get eliminate lol,,18,9,0,0,0.0,0
Jericho is GOAT and if you dont believe that then YOU JUST MADE THE LIST,,15,8,0,0,0.0,0
Lana is a straight up savage,,6,3,0,0,0.0,0
thank God for wwe,,4,2,0,0,0.0,0
the undertaker would do great at this,,7,2,0,0,0.0,0
Amazing video just it should be renamed to WWE Raw Superstars how come there were no Smackdown Live Superstars Aj Styles or Dean Ambrose would be incredible in videos like these,,31,15,0,0,0.0,0
I want them to react to the John Cena meme lol,,11,6,0,0,0.0,0
omg Roman i love it hahaha,,6,4,0,0,0.0,0
you should get the undertaker in one of these,,9,1,0,0,0.0,0
you did smile lana,,4,2,0,0,0.0,0
Easy win for Y2J  Im Canadian  we know comedy xD,,12,9,0,0,0.0,0
"Thats my treat right there I like watching people laugh and theyre WWE superstars too I need more of this
Also Alicia Fox is cute as hell here",,27,14,0,0,0.0,0
Jericho is the best in what he is doing,,9,2,0,0,0.0,0
I can believe SHEAMUS AND SETH ARE IN THE SAME ROOM TOGETHER,,12,10,0,0,0.0,0
Rusev had the best laugh,,5,3,0,0,0.0,0
I always win Im Rusev I loved that,,8,6,0,0,0.0,0
For Sheamus what does it say on the side of his head,,12,4,0,0,0.0,0
Rusevs laugh is so great  Him and Lana both laughed or smiled at the kid running into the door  Theyre going to be really great parents some day no joke,day,32,18,1,0.03125,0.05555555555555555,1
THE GOAT ALWAYS WINS DRINK IT IN MAN,,8,8,0,0,0.0,0
HonestlyLana is a lil **** Alicia was like she had the best reaction P,,14,7,0,0,0.0,0
Lana sounds exactly like the female guards from skyrim lmao,,10,7,0,0,0.0,0
I knew kofi and Roman werent gonna last long lmfao but Sheamus thoooooo,,13,9,0,0,0.0,0
Lanas dedication to kayfabe is impressive,,6,4,0,0,0.0,0
According to Bulgarian tradition I am the boss in the family wait whaaaat ,,14,9,0,0,0.0,0
love the wwe ones keep them coming,,7,3,0,0,0.0,0
Stone Cold Steve Jericho,,4,4,0,0,0.0,0
kofi thought it is try to laugh,,7,3,0,0,0.0,0
This video made me love RuRu even more,,8,4,0,0,0.0,0
This laught challenge was impossible Reactors should do this,,9,5,0,0,0.0,0
When sheamus said this is definitly me in the winter i cracked,,12,5,0,0,0.0,0
Once again Jericho proves he is above these neophytes,,9,4,0,0,0.0,0
none of this is funny thats why Jericho is the best,,11,3,0,0,0.0,0
Jericho Lana and Titus are hard to crack,crack,8,5,1,0.125,0.2,1
Need more wwe in this show,,6,2,0,0,0.0,0
This makes me so happy just because if Sheamus Seth and Roman,,12,5,0,0,0.0,0
Lana keeping kayfabe like a boss,,6,4,0,0,0.0,0
Rollins reaction to the monkey vid ,,7,5,0,0,0.0,0
Picture Paul Heyman on this video,,6,4,0,0,0.0,0
You guys are trying to make me laugh with foolishness  Titus ONeil,,13,7,0,0,0.0,0
As soon as I saw Y2J in the lineup I knew it was game over for the others His poker face is the best,,24,11,0,0,0.0,0
"Lana this is real smile 
Bruh u just smiled",,9,5,0,0,0.0,0
Koi laughed the most because he has a happy going personality,,11,5,0,0,0.0,0
"I always win  Im rusev 
Yea unless your jobbing then sure",,12,7,0,0,0.0,0
omg they should do more,,5,1,0,0,0.0,0
Jericho proving why hes the GOAT,,6,3,0,0,0.0,0
John Cena reacts to are you sure about that meme,,10,4,0,0,0.0,0
Y2J is the best in what he do for real,,10,3,0,0,0.0,0
you should contact the cast of suicide squad and see if theyll do this,,14,5,0,0,0.0,0
This is great I cant believe most of their weaknesses against laughing are babies D,,15,8,0,0,0.0,0
Like usual Jericho is GOAT,,5,4,0,0,0.0,0
"I WANT MOREEEE
I NEED MORE 
Do another one pls 3",,10,8,0,0,0.0,0
Jericho maintaining kayfabe hats off,,5,4,0,0,0.0,0
"Oh of course Jericho hes seen it all
ouch lmao",,9,5,0,0,0.0,0
Was John Cena there I dunno man I didnt see him,,11,8,0,0,0.0,0
They probably cut Jerichos smiles otherwise he would have put them on the list,,14,5,0,0,0.0,0
Jericho is the best with his sarcastic comments,,8,4,0,0,0.0,0
did anyone notice that all of these Superstars are in raw,,11,3,0,0,0.0,0
Jericho is a Stone Wall A Stone Wall of JERICHO Drink it in maaaaan,,14,9,0,0,0.0,0
i love how they were like You just laughed   to titus  because he hasnt laughed at anything yet and they just want him to laugh at one thing  Lmao,,33,13,0,0,0.0,0
Please do more WWE Superstars React Better yet Id like to see John Cena react to his memes,,18,10,0,0,0.0,0
Jericho and Lana staying in character XD,,7,5,0,0,0.0,0
Please do more of these Please do more WWE Superstars React,,11,5,0,0,0.0,0
Jericho doesnt give a crap about this,crap,7,3,1,0.14285714285714285,0.3333333333333333,1
I Love how rusev laughs,,5,4,0,0,0.0,0
Anyone noticed how Kofi was smiling the WHOLE time Even BEFORE the video was shown,,15,9,0,0,0.0,0
Seeing Rusev crack up at a baby is the best thing Im going to see today,crack,16,9,1,0.0625,0.1111111111111111,1
Did Kofi even know he was doing a challenge lol,,10,4,0,0,0.0,0
I was laughing most at Jericho and Rusev,,8,4,0,0,0.0,0
this guy looks like dean ambrose ,,7,4,0,0,0.0,0
"John cena was there 
But you cant see him",,9,4,0,0,0.0,0
John Cena reacts to John Cena prank call meme,,9,8,0,0,0.0,0
Im Canadian We know comedy,,5,4,0,0,0.0,0
Jericho savage af,,3,3,0,0,0.0,0
Make how the reackt on  RKO Outta Nowhere D,,10,7,0,0,0.0,0
I want this with Stone cold Steve Austin john cena randy orton bray wyatt,,14,11,0,0,0.0,0
You wanna know what happens when you try to make Jericho Laugh,,12,4,0,0,0.0,0
its funny seeing rusev out of character He seems like a chill dude,,13,6,0,0,0.0,0
Jericho is truly the best,,5,2,0,0,0.0,0
Jericho is a damn wall,damn,5,3,1,0.2,0.3333333333333333,1
jericho king of Heel GOAT,,5,4,0,0,0.0,0
Make roman look strong dammit,,5,4,0,0,0.0,0
When Roman says Im gonna throw you at the club Im like the s****,,14,8,0,0,0.0,0
MORE WWE STARS REACT ITS GOLDD,,6,6,0,0,0.0,0
LAUGH IT IN MANNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN,,4,4,0,0,0.0,0
Rusevs laugh is the greatest XDDDDDDD,,6,4,0,0,0.0,0
People were afraid of making Jericho fail by laughing in case they got added to the list,,17,8,0,0,0.0,0
Alicia made me weak,,4,2,0,0,0.0,0
I laughed more at some of there reactions does that count as a fail,,14,5,0,0,0.0,0
I love roman reigns ,,5,5,0,0,0.0,0
Great Unless its funny _,,5,4,0,0,0.0,0
Ruses made me laugh cos he said he always wins hah,,11,5,0,0,0.0,0
Jericho is hilarious,,3,2,0,0,0.0,0
WWE Superstars react to Blind KungFu Master,,7,6,0,0,0.0,0
Another one with kevin owensbig ebayleydean ambrose,,7,5,0,0,0.0,0
More WWE superstars reaction,,4,4,0,0,0.0,0
now can we have the gift of jericho ,,9,3,0,0,0.0,0
Lana never breaks character She is so committed ammiright,,9,6,0,0,0.0,0
Drink it in mannnnnnnn,,4,2,0,0,0.0,0
Seeing them laugh at crap like this makes me happy,crap,10,4,1,0.1,0.25,1
rusev looks like a Funny dude to Hang out with,,10,4,0,0,0.0,0
JeriGOAT wins again,,3,2,0,0,0.0,0
Foxy has the cutest laugh lol,,6,4,0,0,0.0,0
Jericho is perfect,,3,2,0,0,0.0,0
Whats Lana backwards,,3,3,0,0,0.0,0
Someone is having a bad day239,,6,3,0,0,0.0,0
The man of a 1004 holds wins,,7,5,0,0,0.0,0
Jericho is a beast at this,,6,2,0,0,0.0,0
dayum Chris Jericho lol legend,,5,5,0,0,0.0,0
I want a part 2,,5,2,0,0,0.0,0
you know whats funny Jericho smirks or grins accidently constantly on raw  ,,14,9,0,0,0.0,0
That was great but now I WANT ZIGGLER,,8,5,0,0,0.0,0
SETH AND ROMANNNNNNNNN,,3,3,0,0,0.0,0
i think Chris Jericho win i dont watch full video my english is bad,,14,9,0,0,0.0,0
Nothing can break the walls of Jericho down,,8,4,0,0,0.0,0
Chris Jericho probably having a really bad day lol,day,9,5,1,0.1111111111111111,0.2,1
This is by far my favourite video at the moment,,10,4,0,0,0.0,0
Rusev Is A Great Dad To Have,,7,7,0,0,0.0,0
Funny videos guess what You just made the list,,9,5,0,0,0.0,0
i love Seths laugh,,4,3,0,0,0.0,0
roman reigns is a bit of a giggler,bit,8,4,1,0.125,0.25,1
Jericho is the best at everything he dose lol,,9,4,0,0,0.0,0
Tickle Wickle Wickle,,3,3,0,0,0.0,0
Jericho is the GOAT,,4,2,0,0,0.0,0
For Jericho its a try to laugh or grin challengeD,grin,10,5,1,0.1,0.2,1
"Rusev laughing  is the best  508
Roman laughing at the kid 456
And seth laughing 308",,16,12,0,0,0.0,0
Finally Y2J won a title It may be his last one ,,12,6,0,0,0.0,0
The gift of Jericho Drink it in maan,,8,5,0,0,0.0,0
we will see more WWE WWE WWE characters,,8,5,0,0,0.0,0
the GOAT prevails,,3,2,0,0,0.0,0
Kofi didnt stand a chance,,5,4,0,0,0.0,0
Jericho You know what happens to videos that dont make me laugh Huh Do ya You just made the list,ya,20,10,1,0.05,0.1,1
kofi didnt know it was a challenge,,7,3,0,0,0.0,0
I like that they can laugh it just gives them bad points for it The whole point should be to laugh you know,,23,7,0,0,0.0,0
YOU JUST MADE THE LIST,,5,5,0,0,0.0,0
CHRIS JERICHO THE SELF PROCLAIMED KING OF THE WORLD WINS ONCE AGAIN,,12,12,0,0,0.0,0
Chris Jericho really is the best in the world He won the competition flawlessly and did it in Kayfabe,,19,8,0,0,0.0,0
Jericho has no feelings,,4,2,0,0,0.0,0
Alicias smile ,,3,3,0,0,0.0,0
"Im Canadian We know comedy
meYASSS",,5,4,0,0,0.0,0
They all made the list,,5,2,0,0,0.0,0
John Cena reacts to John Cena prank call,,8,7,0,0,0.0,0
Roman Reigns saying Im a giggler is my new favorite thing,,11,6,0,0,0.0,0
drink it maaan jericho,,4,3,0,0,0.0,0
Lmao Titus ONeil damm kid watch where your going,damm,9,7,1,0.1111111111111111,0.14285714285714285,1
the competition is JERICHO,,4,2,0,0,0.0,0
then Im ma throw u out the club son Roman Reigns 2016,ma,12,8,1,0.08333333333333333,0.125,1
THAT SOUND HAHAHAHA,,3,3,0,0,0.0,0
Nobody breaks the walls of Jericho ,,7,5,0,0,0.0,0
God bless Chris Jericho,,4,4,0,0,0.0,0
john cena was there but you cant see him,,9,3,0,0,0.0,0
Jericho is GOAT,,3,2,0,0,0.0,0
john cena is there too,,5,2,0,0,0.0,0
Jericho the best in the world at what he does,,10,2,0,0,0.0,0
Jerichos comments made me laugh,,5,3,0,0,0.0,0
I cant see John Cena,,5,4,0,0,0.0,0
i always win im rusev SAME,,6,3,0,0,0.0,0
When someone says they dont have a sense of humour it breaks my heart a little bit,bit,17,7,1,0.058823529411764705,0.14285714285714285,1
Kofi had a damn smile on his face the entire time,damn,11,6,1,0.09090909090909091,0.16666666666666666,1
